pair,worlds,passive_qualities,top_passive_quality,top_share,events,quality_profile
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4,3,fragmentiert,0.536232,69,fragmentiert:37; breit_driftend:26; eng_getragen:6
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,4,3,eng_getragen,0.607595,79,eng_getragen:48; breit_driftend:24; fragmentiert:7
