world,role,count,share,rezeptor_visual_contact_avg,rezeptor_visual_contact_minus_center,rezeptor_auditory_contact_avg,rezeptor_auditory_contact_minus_center,rezeptor_contact_pressure_avg,rezeptor_contact_pressure_minus_center,rezeptor_contact_alignment_avg,rezeptor_contact_alignment_minus_center,rezeptor_contact_asymmetry_avg,rezeptor_contact_asymmetry_minus_center,fuehlen_mcm_coherence_avg,fuehlen_mcm_coherence_minus_center,fuehlen_mcm_tension_avg,fuehlen_mcm_tension_minus_center,fuehlen_mcm_asymmetry_avg,fuehlen_mcm_asymmetry_minus_center,mcm_rekopplung_quality_avg,mcm_rekopplung_quality_minus_center,mcm_strain_quality_avg,mcm_strain_quality_minus_center,mcm_sensory_coupling_avg,mcm_sensory_coupling_minus_center
SOL_2024_5M_RECEPTOR,offene_variante,278,0.13941825476429287,0.38031084532374104,0.10132263742100545,0.34615182374100717,0.17101407480483694,0.30158965467625903,0.10997211425072712,0.7939298237410072,-0.08793374586385616,0.04465023021582734,0.05776567459272704,0.4893103992805755,-0.09901014722398371,0.30158965467625903,0.10997211425072712,0.04465023021582734,0.05776567459272704,0.6190864352517986,-0.03155190638953875,0.2385054604316547,0.057864355264481415,0.814972,-0.06535133009118532
SOL_2024_5M_RECEPTOR,spannungsrand_kippnaehe,71,0.03560682046138415,0.45228554929577464,0.17329734139303904,0.5821556478873239,0.40701789895115364,0.4326772676056338,0.24105972718010188,0.6594808873239437,-0.22238268228091962,0.052722352112676056,0.06583779648957576,0.35862528169014085,-0.22969526481441838,0.4326772676056338,0.24105972718010188,0.052722352112676056,0.06583779648957576,0.5810965352112676,-0.0695418064300698,0.31027849295774645,0.12963738779057318,0.720770676056338,-0.1595526540348473
SOL_2024_5M_RECEPTOR,zentrum_stabil,1645,0.824974924774323,0.2789882079027356,0.0,0.17513774893617023,0.0,0.19161754042553192,0.0,0.8818635696048633,0.0,-0.013115444376899698,0.0,0.5883205465045592,0.0,0.19161754042553192,0.0,-0.013115444376899698,0.0,0.6506383416413374,0.0,0.18064110516717327,0.0,0.8803233300911854,0.0
SOL_2024_1H_RECEPTOR,offene_variante,316,0.1584754262788365,0.39296364556962027,0.12867356413840497,0.3320358037974684,0.15563411286594464,0.3039511487341772,0.1187077810599021,0.7888540696202532,-0.10084782242169621,0.06662730063291139,0.07483911741267697,0.48196949367088604,-0.11200332125817014,0.3039511487341772,0.1187077810599021,0.06662730063291139,0.07483911741267697,0.6190802405063291,-0.032430729882319875,0.23800169936708862,0.059765641378192874,0.8178736139240506,-0.06351764455836773
SOL_2024_1H_RECEPTOR,spannungsrand_kippnaehe,57,0.028585757271815445,0.3964131754385965,0.1321230940073812,0.6574149649122807,0.48101327398075694,0.43915835087719296,0.25391498320291783,0.6487731228070176,-0.24092876923493178,0.09582471929824561,0.1040365360780112,0.32797403508771933,-0.26599877984133685,0.43915835087719296,0.25391498320291783,0.09582471929824561,0.1040365360780112,0.5744947719298245,-0.07701619845882457,0.3183016842105263,0.14006562622163055,0.7021929649122807,-0.1791982935701376
SOL_2024_1H_RECEPTOR,zentrum_stabil,1621,0.8129388164493481,0.2642900814312153,0.0,0.17640169093152375,0.0,0.18524336767427513,0.0,0.8897018920419494,0.0,-0.008211816779765577,0.0,0.5939728149290562,0.0,0.18524336767427513,0.0,-0.008211816779765577,0.0,0.651510970388649,0.0,0.17823605798889575,0.0,0.8813912584824183,0.0
BTC_2024_5M_RECEPTOR,offene_variante,275,0.137913741223671,0.3774931527272727,0.11763576367134965,0.35521352727272726,0.18556017008691847,0.30661079636363636,0.12518759973104465,0.7853052618181818,-0.10196379831410918,0.05228959636363636,0.059064774355217835,0.4739927163636363,-0.1183578765407533,0.30661079636363636,0.12518759973104465,0.05228959636363636,0.059064774355217835,0.6184286072727273,-0.03391629471163837,0.2395490036363636,0.06295943959547365,0.8156719054545455,-0.0657387716350516
BTC_2024_5M_RECEPTOR,spannungsrand_kippnaehe,56,0.028084252758274825,0.47821244642857147,0.21835505737264843,0.6057640714285714,0.4361107142427626,0.4572630178571429,0.2758398212245512,0.6332334642857144,-0.25403559584657665,0.09666894642857142,0.1034441244201529,0.3153558035714286,-0.276994789332961,0.4572630178571429,0.2758398212245512,0.09666894642857142,0.1034441244201529,0.5771781607142856,-0.07516674127008005,0.31844535714285715,0.1418557931019672,0.7157458214285715,-0.16566485566102562
BTC_2024_5M_RECEPTOR,zentrum_stabil,1663,0.8340020060180542,0.25985738905592304,0.0,0.1696533571858088,0.0,0.1814231966325917,0.0,0.887269060132291,0.0,-0.006775177991581479,0.0,0.5923505929043896,0.0,0.1814231966325917,0.0,-0.006775177991581479,0.0,0.6523449019843657,0.0,0.17658956404088996,0.0,0.8814106770895971,0.0
BTC_2024_1H_RECEPTOR,offene_variante,267,0.13390170511534605,0.38487299625468163,0.13387628558560388,0.35723122846441946,0.18888560459461837,0.31003853183520597,0.13350169277553145,0.7806697565543071,-0.11418170999180499,0.08723320224719101,0.09712062659921031,0.48426678277153556,-0.11386982060399187,0.31003853183520597,0.13350169277553145,0.08723320224719101,0.09712062659921031,0.617729202247191,-0.03677379293062699,0.24271482397003744,0.06899487821958536,0.8103032696629214,-0.07388416252514374
