world;hearing_rank;hearing_count;hearing_ratio;hearing_balance;gap_to_next_axis;balance_delta_vs_visual_focus;strain_delta_vs_fieldinput_axis;fieldinput_delta_vs_fieldinput_axis;hearing_rekopplung;hearing_strain;hearing_field_input;hearing_stable_ratio;hearing_unrest_ratio;dominant_hearing_preview;reading_label
BTC_2025_1H_2000;1;527;0.2642928786359077;0.5693375246679316;0.022858477890384865;0.022858477890384865;-0.08000285772603721;-0.20475748657879891;0.7185527817836812;0.1340758557874763;0.06055760531309298;0.9924098671726755;0.007590132827324478;dio_mcm_episode_0e7qvj1;ruhige_hinhoerfaehigkeit
KAS_2024_1H_2000;1;498;0.24974924774322968;0.5632138704819277;0.02542455667439647;0.02542455667439647;-0.07873551135066584;-0.19906398323821606;0.7145438172690763;0.13544345180722892;0.06354597991967871;0.9779116465863453;0.02208835341365462;dio_mcm_episode_0e7qvj1;ruhige_hinhoerfaehigkeit
KAS_2024_5M_2000;1;510;0.2557673019057171;0.5644604397058823;0.028476085114045535;0.028476085114045535;-0.0689591829403127;-0.18734053603696985;0.7146000137254902;0.13456975098039214;0.06227929215686274;0.9803921568627451;0.0196078431372549;dio_mcm_episode_0e7qvj1;ruhige_hinhoerfaehigkeit
SOL_2025_5M_2000;1;515;0.25827482447342026;0.5622186825242719;0.028354365410177773;0.028354365410177773;-0.06853781184192534;-0.18049299600711066;0.7134672097087379;0.13511158252427186;0.0645477786407767;0.9844660194174757;0.015533980582524271;dio_mcm_episode_0e7qvj1;ruhige_hinhoerfaehigkeit
