world,pair,event_tick,before_class,switch_class,after_class,pressure_delta,rekopplung_delta
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,943,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.067662,0.026647
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1536,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.033795,-0.018726
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1546,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.038319,-0.001419
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1733,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.025762,0.008664
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1746,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.013024,0.014062
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1750,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.024863,0.002606
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1900,rekoppelnde_lage,bewegungsbruch,druck_lage,0.098674,-0.019489
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2114,druck_lage,offene_lage,rekoppelnde_lage,-0.207300,0.047776
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2119,gehaltene_form,rekoppelnde_lage,offene_lage,0.013252,-0.037559
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3385,offene_lage,offene_lage,rekoppelnde_lage,-0.021350,0.010031
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3389,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.080321,-0.018120
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3432,offene_lage,druck_lage,offene_lage,-0.058544,-0.003950
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3438,offene_lage,bewegungsbruch,offene_lage,0.044223,-0.024319
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3444,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.069324,-0.014960
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,940,rekoppelnde_lage,rekoppelnde_lage,offene_lage,0.100206,-0.024467
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,944,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.013793,0.025783
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1543,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.021656,0.000749
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1721,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.035447,0.019408
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1742,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.038967,0.004314
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1748,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.025637,-0.001968
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1752,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.081371,0.049866
LONG2025_5M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2102,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.031660,-0.026082
