world;family;count;rekoppelt_share;offen_share;kippnah_share;avg_duration;avg_pressure;avg_alignment;avg_coherence;avg_strain;avg_rekopplung;post8_rekopplung;post8_strain
BTC_2024_1H_RECEPTOR;dio_mcm_episode_02xikfk;3;0.3333333333333333;0.6666666666666666;0.0;1.0;0.4055603333333333;0.5986386666666667;0.22106866666666666;0.27027566666666664;0.6023016666666666;0.64465925;0.18846312499999998
BTC_2024_1H_RECEPTOR;dio_mcm_episode_183drjy;26;0.038461538461538464;0.6153846153846154;0.34615384615384615;1.0769230769230769;0.4053074230769231;0.6569385192307693;0.3586603653846154;0.28900246153846154;0.5955546923076923;0.6439011201923077;0.19494327884615387
BTC_2024_1H_RECEPTOR;dio_mcm_episode_1t5bcxp;50;0.1;0.72;0.18;1.1;0.37271310999999996;0.68952437;0.394979;0.27318068;0.60284525;0.64071139;0.198070585
BTC_2024_5M_RECEPTOR;dio_mcm_episode_02xikfk;5;0.0;0.6;0.4;2.8;0.3655867;0.6796594;0.37357246;0.25870990000000005;0.6098030999999999;0.616424125;0.23937940000000002
BTC_2024_5M_RECEPTOR;dio_mcm_episode_183drjy;12;0.16666666666666666;0.5;0.3333333333333333;1.0;0.37154133333333333;0.6920353333333334;0.38557308333333334;0.27652475;0.5999635;0.6483672291666667;0.1831665
BTC_2024_5M_RECEPTOR;dio_mcm_episode_1t5bcxp;28;0.07142857142857142;0.6785714285714286;0.25;1.1428571428571428;0.39254029166666665;0.677977;0.3565900654761905;0.2822676607142857;0.5974638273809524;0.6398057455357142;0.19888965625
KAS_2024_1H_RECEPTOR;dio_mcm_episode_02xikfk;2;0.5;0.5;0.0;1.0;0.3306555;0.733372;0.4178695;0.2512185;0.6114685;0.644439;0.194117375
KAS_2024_1H_RECEPTOR;dio_mcm_episode_183drjy;3;0.0;0.6666666666666666;0.3333333333333333;1.0;0.42592300000000005;0.6881693333333333;0.414412;0.288487;0.6033306666666667;0.6444168333333334;0.1965525416666667
KAS_2024_1H_RECEPTOR;dio_mcm_episode_1t5bcxp;55;0.09090909090909091;0.6363636363636364;0.2727272727272727;1.1636363636363636;0.3837434818181818;0.6516376242424242;0.34217040303030305;0.28475059090909094;0.5927182666666667;0.6401909454545455;0.19799918863636362
KAS_2024_5M_RECEPTOR;dio_mcm_episode_02xikfk;2;0.5;0.5;0.0;1.5;0.33736900000000003;0.69104575;0.35044025;0.24038874999999998;0.61793275;0.64059925;0.1978705625
KAS_2024_5M_RECEPTOR;dio_mcm_episode_1t5bcxp;42;0.023809523809523808;0.7380952380952381;0.23809523809523808;1.0476190476190477;0.3694602142857143;0.6767228452380952;0.37583360714285713;0.274579;0.5997641785714286;0.6399934494047619;0.20083735714285714
SOL_2023_NEG_STRESS_10K_RECEPTOR;dio_mcm_episode_02xikfk;35;0.2571428571428571;0.6;0.14285714285714285;1.2285714285714286;0.36571171904761907;0.6345982333333334;0.3032488190476191;0.2645432619047619;0.6026537619047619;0.6377315464285714;0.20544668214285713
SOL_2023_NEG_STRESS_10K_RECEPTOR;dio_mcm_episode_183drjy;166;0.0963855421686747;0.6746987951807228;0.2289156626506024;1.1265060240963856;0.3738596506024096;0.6776651651606426;0.3624493012048193;0.27522985592369476;0.6009748780120482;0.6518996174698796;0.18627456927710842
SOL_2023_NEG_STRESS_10K_RECEPTOR;dio_mcm_episode_1t5bcxp;131;0.17557251908396945;0.6335877862595419;0.19083969465648856;1.2595419847328244;0.3733779541984733;0.6596394351145038;0.34122202226463105;0.2723504103053435;0.600644296437659;0.641170590648855;0.2010582423664122
SOL_2024_1H_RECEPTOR;dio_mcm_episode_02xikfk;1;0.0;1.0;0.0;2.0;0.36459450000000004;0.6588965;0.295448;0.26246349999999996;0.6005720000000001;0.6478575;0.19235975
SOL_2024_1H_RECEPTOR;dio_mcm_episode_183drjy;10;0.0;0.6;0.4;1.1;0.38381410000000005;0.6739442;0.35633545;0.285082;0.5928247000000001;0.6476663;0.1875564625
SOL_2024_1H_RECEPTOR;dio_mcm_episode_1t5bcxp;60;0.1;0.75;0.15;1.1;0.37886666666666663;0.6589648;0.34930167500000003;0.277262825;0.5975299;0.6391646458333333;0.19900689375
SOL_2024_5M_RECEPTOR;dio_mcm_episode_02xikfk;5;0.0;0.8;0.2;1.6;0.3931702;0.6131263;0.25348183333333335;0.27300996666666666;0.5993584999999999;0.641492125;0.19742945
SOL_2024_5M_RECEPTOR;dio_mcm_episode_1t5bcxp;61;0.09836065573770492;0.6885245901639344;0.21311475409836064;1.1147540983606556;0.3705245737704918;0.6786340737704918;0.39365508469945354;0.2802652786885246;0.5969682431693989;0.6427115477166276;0.19655502224824356
SOL_2024_SIDEWAYS_5K_RECEPTOR;dio_mcm_episode_02xikfk;15;0.2;0.8;0.0;1.0666666666666667;0.35568943333333336;0.6503903;0.3261271333333333;0.26228003333333333;0.6035484666666666;0.6406506166666667;0.198147125
SOL_2024_SIDEWAYS_5K_RECEPTOR;dio_mcm_episode_183drjy;41;0.14634146341463414;0.6585365853658537;0.1951219512195122;1.0731707317073171;0.3765019756097561;0.6850631585365854;0.3654540487804878;0.2792203414634146;0.5972704756097561;0.6498237652439024;0.18636953048780486
SOL_2024_SIDEWAYS_5K_RECEPTOR;dio_mcm_episode_1t5bcxp;108;0.09259259259259259;0.7870370370370371;0.12037037037037036;1.2407407407407407;0.37263158024691356;0.6745599868827161;0.3588125802469136;0.2714297160493827;0.6012584853395062;0.640454630787037;0.19929816319444443
SOL_2025_STRESS_5K_RECEPTOR;dio_mcm_episode_02xikfk;31;0.16129032258064516;0.7096774193548387;0.12903225806451613;1.1612903225806452;0.3542254247311828;0.645622559139785;0.3357567043010753;0.2587282311827957;0.6073736075268817;0.6373317782258064;0.20430289112903224
SOL_2025_STRESS_5K_RECEPTOR;dio_mcm_episode_183drjy;23;0.17391304347826086;0.6521739130434783;0.17391304347826086;1.173913043478261;0.3674435217391304;0.6690047173913044;0.361845652173913;0.27422313043478264;0.5999247608695653;0.6496342173913043;0.18626178260869566
