world,pair,event_tick,before_class,switch_class,after_class,pressure_delta,rekopplung_delta
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,410,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.111764,0.045816
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,425,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.057364,-0.014753
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,433,rekoppelnde_lage,druck_lage,offene_lage,0.099032,-0.040552
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,526,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.050168,-0.026607
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,588,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.006608,-0.007560
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,591,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.049385,-0.017686
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,593,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.012310,-0.002194
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1013,rekoppelnde_lage,offene_lage,offene_lage,-0.007324,0.002072
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1028,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.090021,-0.016732
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1034,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.021589,-0.004664
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1084,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.012159,0.013896
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1175,rekoppelnde_lage,druck_lage,rekoppelnde_lage,-0.086004,-0.012587
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1262,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.039920,-0.032347
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1270,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.079841,0.035599
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1558,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.036159,-0.026081
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1901,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,0.093200,-0.026940
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1915,rekoppelnde_lage,druck_lage,bewegungsbruch,0.072777,-0.035767
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1936,offene_lage,bewegungsbruch,rekoppelnde_lage,-0.063303,0.003278
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1941,rekoppelnde_lage,rekoppelnde_lage,bewegungsbruch,0.076663,-0.034380
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2314,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.002587,0.015192
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2343,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.004443,0.003562
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2351,rekoppelnde_lage,druck_lage,offene_lage,0.073342,-0.015685
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2379,druck_lage,druck_lage,rekoppelnde_lage,-0.158012,0.040733
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2633,rekoppelnde_lage,druck_lage,offene_lage,0.044412,-0.045789
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2809,bewegungsbruch,rekoppelnde_lage,rekoppelnde_lage,-0.073555,0.039173
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2869,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.112553,0.014079
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3194,druck_lage,gehaltene_form,druck_lage,-0.080377,0.003759
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3205,rekoppelnde_lage,druck_lage,bewegungsbruch,0.122785,-0.003033
LONG_BTC_QUIET_4000_REPRO,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3208,bewegungsbruch,offene_lage,rekoppelnde_lage,-0.072570,-0.005130
