world;axis;count;ratio;dominant_inner_effect_state;dominant_mcm_preview_symbol;avg_axis_z;avg_mcm_rekopplung_quality;avg_mcm_strain_quality;avg_mcm_carry_quality;avg_rezeptor_field_intake_pressure;avg_perception_adaptation_potential;avg_perception_visual_focus_tendency;avg_perception_visual_distance_tendency;avg_perception_auditory_listen_tendency;avg_perception_auditory_softening_tendency;avg_perception_felt_distance_tendency;recoupling_balance;quality_label
BTC_2025_1H_2000;ausgeglichen;176;0.08826479438314945;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.22893148863636362;0.7131933238636363;0.15254478977272726;0.5479138125;0.114046125;0.12888336931818184;0.6418533863636363;0.3281275227272727;0.7961805568181819;0.2038194431818182;0.16267801136363635;0.5321370028409091;getragen
BTC_2025_1H_2000;feldinput;185;0.09277833500501505;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.8773009135135137;0.6491200162162162;0.2140787135135135;0.4415852432432432;0.2653150918918919;0.16638445405405405;0.6043414702702703;0.3244871351351351;0.6137868594594594;0.38621314054054057;0.27525527027027025;0.36871252972972973;belastet
BTC_2025_1H_2000;fuehlen_abstand;56;0.028084252758274825;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;2.080784107142857;0.62566625;0.23271255357142856;0.4171991785714286;0.2432196785714286;0.18007789285714287;0.6025153035714286;0.44422787500000005;0.6151429285714285;0.3848570714285714;0.31826398214285717;0.33214877678571425;belastet
BTC_2025_1H_2000;hoeren_hin;527;0.2642928786359077;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.816258294117647;0.7185527817836812;0.1340758557874763;0.5447915445920304;0.06055760531309298;0.11229104174573055;0.6519291043643264;0.3182034724857685;0.8848439468690703;0.1151560531309298;0.13236046110056926;0.5693375246679316;ruhig_rekoppelnd
BTC_2025_1H_2000;hoeren_leise;188;0.09428284854563691;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.058142590425532;0.6821076436170213;0.17602925;0.4913378244680851;0.18273902127659575;0.1545676329787234;0.6183548563829787;0.3570254893617021;0.6772503510638298;0.32274964893617025;0.22710690957446808;0.4603936382978723;getragen
BTC_2025_1H_2000;sehen_abstand;381;0.19107321965897694;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.323485060367454;0.6822734803149606;0.1705960288713911;0.49685125459317586;0.11791700787401575;0.14624545144356957;0.6265679422572179;0.4674008608923884;0.7870572729658791;0.21294272703412073;0.20830452755905512;0.48219819947506554;getragen
BTC_2025_1H_2000;sehen_fokus;481;0.2412236710130391;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.0124269875259877;0.7102624407484408;0.13955609771309774;0.5248331871101871;0.09690918503118504;0.1139967422037422;0.6729146548856548;0.24905527442827446;0.8367688503118503;0.1632311496881497;0.1341927920997921;0.5464790467775468;ruhig_rekoppelnd
KAS_2024_1H_2000;ausgeglichen;154;0.07723169508525576;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.22267418831168828;0.7080365324675324;0.1567241103896104;0.5420872857142857;0.11862170129870128;0.1317112012987013;0.6402816038961039;0.33388277922077925;0.7856146623376623;0.21438533766233764;0.17150814285714283;0.5216569967532466;getragen
KAS_2024_1H_2000;feldinput;190;0.09528585757271815;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.7356497263157893;0.650563747368421;0.21417896315789475;0.4458849842105263;0.26260996315789475;0.16564861578947368;0.6115988894736842;0.3288940421052632;0.6180190736842105;0.3819809263157895;0.2692405315789474;0.3707322934210526;belastet
KAS_2024_1H_2000;fuehlen_abstand;60;0.03009027081243731;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;2.1979083833333335;0.6200116;0.24373131666666667;0.41385703333333335;0.25833326666666667;0.1858050333333333;0.5908119500000001;0.44688255;0.5842666833333333;0.4157333166666667;0.33074108333333335;0.31169696666666663;belastet
KAS_2024_1H_2000;hoeren_hin;498;0.24974924774322968;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.8861159578313254;0.7145438172690763;0.13544345180722892;0.5388498212851406;0.06354597991967871;0.11401132530120482;0.6510078232931727;0.32579205622489965;0.8815892911646586;0.11841070883534136;0.1385013875502008;0.5632138704819277;ruhig_rekoppelnd
KAS_2024_1H_2000;hoeren_leise;190;0.09528585757271815;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.078320947368421;0.6780095789473685;0.18172564210526318;0.48880355789473684;0.19226203157894736;0.15916104736842104;0.6204949736842106;0.37616391578947367;0.6626440526315789;0.337355947368421;0.23532412105263156;0.4482184289473684;offen
KAS_2024_1H_2000;sehen_abstand;424;0.21263791374122368;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.298763617924528;0.6795033702830188;0.17444735849056606;0.4960597594339623;0.12526878773584904;0.15035286320754718;0.6230784316037736;0.48693697169811323;0.7757529999999999;0.22424699999999997;0.21687366273584904;0.47373881485849045;offen
KAS_2024_1H_2000;sehen_fokus;478;0.23971915747241726;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.0524556443514643;0.7067140815899581;0.14245182845188284;0.5211268849372386;0.10589175732217572;0.11791129288702928;0.6725288891213389;0.2620454686192468;0.8235169267782427;0.17648307322175733;0.14311764435146443;0.5377893138075313;getragen
KAS_2024_5M_2000;ausgeglichen;135;0.06770310932798396;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.23564396296296294;0.7056636074074073;0.1558897333333333;0.5361257851851852;0.1186129037037037;0.13150897777777779;0.6404369407407406;0.3352102592592593;0.7874199407407407;0.21258005925925927;0.17073263703703703;0.5201206481481481;getragen
KAS_2024_5M_2000;feldinput;227;0.11384152457372117;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.630827616740088;0.6581634801762114;0.20352893392070484;0.45529429955947137;0.24961982819383258;0.16304335682819385;0.6100831057268723;0.3299546960352423;0.6312935022026432;0.36870649779735687;0.26256734801762116;0.3922295892070484;belastet
KAS_2024_5M_2000;fuehlen_abstand;47;0.02357071213640923;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;1.924623574468085;0.6314940638297872;0.2279506170212766;0.42770385106382974;0.22970891489361703;0.17766138297872341;0.6029047234042553;0.4413456382978724;0.6223051489361703;0.3776948510638298;0.30836391489361703;0.34611621808510634;belastet
KAS_2024_5M_2000;hoeren_hin;510;0.2557673019057171;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.9064977607843137;0.7146000137254902;0.13456975098039214;0.5386519274509805;0.06227929215686274;0.11426439607843138;0.6506546803921569;0.3282853862745098;0.8821058333333333;0.11789416666666667;0.1399502019607843;0.5644604397058823;ruhig_rekoppelnd
KAS_2024_5M_2000;hoeren_leise;187;0.09378134403209629;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.1651827219251338;0.6748826363636363;0.18404154010695187;0.48302111229946526;0.19676082352941177;0.16022108556149733;0.6206616898395722;0.37353109090909087;0.6560623903743316;0.34393760962566844;0.2385562513368984;0.44165089037433153;offen
KAS_2024_5M_2000;sehen_abstand;398;0.1995987963891675;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.3258956884422108;0.679935635678392;0.17363326130653267;0.496671268844221;0.12224748743718593;0.15036565075376884;0.6216985829145729;0.48756009045226134;0.7758194673366834;0.2241805326633166;0.21733340954773872;0.47574050251256284;offen
KAS_2024_5M_2000;sehen_fokus;490;0.24573721163490472;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.0857205040816327;0.7065860081632653;0.1432960632653061;0.5220613346938775;0.10922236122448979;0.11856884897959184;0.6737209142857142;0.2599413224489796;0.8194020612244898;0.18059793877551023;0.14525067959183674;0.5359843545918368;getragen
SOL_2025_5M_2000;ausgeglichen;117;0.05867602808425276;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.22799766666666668;0.7064743846153846;0.15583920512820515;0.5382410683760684;0.11943349572649574;0.13232994017094019;0.6398354358974359;0.33612151282051284;0.782575641025641;0.21742435897435897;0.17160246153846154;0.5207768055555555;getragen
SOL_2025_5M_2000;feldinput;213;0.10682046138415245;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.6002939061032864;0.6581655399061033;0.2036493943661972;0.45554665727699534;0.24504077464788734;0.16247373239436622;0.6134037558685446;0.3319955070422535;0.6342247323943662;0.36577526760563384;0.2594379061032864;0.3932559518779342;belastet
SOL_2025_5M_2000;fuehlen_abstand;75;0.03761283851554664;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;2.01315704;0.6300050666666667;0.23056792;0.4244838;0.2414212;0.18175350666666668;0.59727736;0.4499461333333333;0.6019714533333334;0.39802854666666665;0.3132159733333333;0.33908184666666663;belastet
SOL_2025_5M_2000;hoeren_hin;515;0.25827482447342026;inner_effect_stable;dio_mcm_episode_0e7qvj1;0.9389535184466019;0.7134672097087379;0.13511158252427186;0.5361588951456311;0.0645477786407767;0.1144819514563107;0.6510274524271844;0.32358527766990286;0.8790364660194174;0.12096353398058252;0.14158553009708735;0.5622186825242719;ruhig_rekoppelnd
SOL_2025_5M_2000;hoeren_leise;203;0.10180541624874624;inner_effect_stable;dio_mcm_episode_0e7qvj1;1.0925717192118227;0.6766674729064039;0.18192506896551727;0.48766275369458134;0.19131187192118226;0.15861108374384236;0.6224516502463053;0.36600192610837445;0.6605252413793103;0.33947475862068965;0.23559670935960592;0.4469144359605911;offen
