world,pair,event_tick,before_class,switch_class,after_class,pressure_delta,rekopplung_delta
EXT_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,394,offene_lage,offene_lage,rekoppelnde_lage,0.024946,-0.016200
EXT_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,397,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.036049,-0.002343
EXT_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,660,offene_lage,rekoppelnde_lage,bewegungsbruch,0.013266,-0.013764
EXT_EXPANSION_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,506,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.031329,0.014827
EXT_EXPANSION_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,509,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.038149,-0.005356
EXT_EXPANSION_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,515,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.014525,-0.001924
EXT_EXPANSION_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,526,rekoppelnde_lage,druck_lage,bewegungsbruch,-0.076833,-0.004621
EXT_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,396,offene_lage,druck_lage,offene_lage,-0.016967,-0.025633
EXT_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,398,druck_lage,rekoppelnde_lage,bewegungsbruch,-0.069398,0.015123
EXT_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,655,gehaltene_form,druck_lage,bewegungsbruch,0.064000,-0.003034
EXT_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,503,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.019712,-0.018200
EXT_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,507,rekoppelnde_lage,rekoppelnde_lage,bewegungsbruch,0.105197,-0.012622
EXT_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,514,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.044639,-0.026322
EXT_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,517,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.046413,0.026433
NEG_STRESS_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,264,rekoppelnde_lage,rekoppelnde_lage,offene_lage,-0.003993,0.017699
NEG_STRESS_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,802,offene_lage,druck_lage,rekoppelnde_lage,-0.015293,0.020600
NEG_STRESS_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,816,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.130520,-0.029768
NEG_STRESS_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,771,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.001943,0.025902
NEG_STRESS_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,815,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.081003,-0.007175
NEG_STRESS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,700,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.084312,0.040921
NEG_STRESS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,763,offene_lage,offene_lage,offene_lage,-0.016125,0.013733
NEG_STRESS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,961,rekoppelnde_lage,rekoppelnde_lage,bewegungsbruch,0.070128,0.000322
NEG_STRESS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,974,druck_lage,offene_lage,offene_lage,-0.134329,0.027410
NEG_STRESS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,977,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.046669,0.012155
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,760,druck_lage,bewegungsbruch,offene_lage,-0.101316,0.031978
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,973,offene_lage,druck_lage,offene_lage,-0.042075,0.027227
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,975,druck_lage,offene_lage,bewegungsbruch,-0.101157,-0.001307
POS_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,228,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.076215,-0.015211
POS_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,247,bewegungsbruch,rekoppelnde_lage,rekoppelnde_lage,-0.071952,-0.019871
POS_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,328,rekoppelnde_lage,rekoppelnde_lage,druck_lage,0.139036,-0.036102
POS_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,332,bewegungsbruch,rekoppelnde_lage,rekoppelnde_lage,-0.079239,0.023412
POS_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,341,offene_lage,bewegungsbruch,bewegungsbruch,-0.019683,0.009171
POS_EXPANSION_2023,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,356,gehaltene_form,rekoppelnde_lage,rekoppelnde_lage,-0.060549,0.015645
POS_EXPANSION_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,572,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.034707,-0.025772
POS_EXPANSION_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,646,druck_lage,offene_lage,rekoppelnde_lage,-0.141199,0.007120
POS_EXPANSION_2023,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,653,rekoppelnde_lage,druck_lage,bewegungsbruch,0.141314,-0.042826
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,235,bewegungsbruch,gehaltene_form,gehaltene_form,-0.023690,0.011407
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,326,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.016285,0.007786
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,329,rekoppelnde_lage,druck_lage,bewegungsbruch,0.042125,-0.020402
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,339,offene_lage,offene_lage,offene_lage,0.066026,0.007950
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,355,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.032777,0.011184
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,571,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.030417,-0.022347
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,576,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.054197,0.018725
POS_EXPANSION_2023,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,651,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.185396,-0.027456
SIDEWAYS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,608,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.005757,-0.001646
SIDEWAYS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,636,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.002962,-0.003834
SIDEWAYS_2024,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,665,bewegungsbruch,rekoppelnde_lage,rekoppelnde_lage,-0.048063,0.018383
SIDEWAYS_2024,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,920,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.050905,-0.036630
SIDEWAYS_2024,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,934,bewegungsbruch,offene_lage,bewegungsbruch,-0.030912,-0.014033
SIDEWAYS_2024,dio_mcm_episode_1t5bcxp->dio_mcm_episode_02xikfk,661,bewegungsbruch,druck_lage,rekoppelnde_lage,-0.045793,0.023393
SIDEWAYS_2024,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,917,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.006888,0.009030
SIDEWAYS_2024,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,927,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.036541,-0.001662
SIDEWAYS_2026,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,434,offene_lage,bewegungsbruch,bewegungsbruch,0.006712,0.001529
SIDEWAYS_2026,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,906,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.003065,-0.003463
SIDEWAYS_2026,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,905,rekoppelnde_lage,rekoppelnde_lage,bewegungsbruch,0.101288,-0.035123
