world,candles,raw_top_windows,fixed_capture,relative_capture,fixed_lift,relative_lift,fixed_top_mean,relative_top_mean,fixed_all_mean,relative_all_mean,top_kipp_share,all_kipp_share,state,class_state
SOL_2023_5M_REAL1,1000,100,0.98,0.98,2.246916218859416,2.3554868440753642,0.6488956826345036,0.4629245828342288,0.2887938932426672,0.19653031983540872,0.44,0.052313883299798795,bruch_erhalten,kippnaehe_lokal_sichtbar
SOL_2024_5M_REAL1,1000,100,0.98,0.98,2.0200941825775667,2.0954852104632486,0.634461639912463,0.4484500078515027,0.3140752769768947,0.2140077179320029,0.43,0.05130784708249497,bruch_erhalten,kippnaehe_lokal_sichtbar
SOL_2024_1H_2K,2000,200,0.835,0.965,1.5753764620724569,2.0888986455911995,0.7893252489689937,0.4291550122730048,0.5010391280891754,0.20544558884116917,0.375,0.04262788365095286,bruch_erhalten,kippnaehe_lokal_sichtbar
BTC_2024_5M_2K,2000,200,0.97,0.995,2.164897448376467,2.1913123053315853,0.48361753432265564,0.43696778294164573,0.2233905050261561,0.1994091768108447,0.3383838383838384,0.03911735205616851,bruch_erhalten,kippnaehe_lokal_sichtbar
BTC_2024_1H_2K,2000,200,0.95,0.99,2.0037440283393515,2.30341228938096,0.7535749388390155,0.44743188756746327,0.3760834358985254,0.19424741703002296,0.405,0.04914744232698094,bruch_erhalten,kippnaehe_lokal_sichtbar
SOL_2023_NEG_STRESS,1000,100,1.0,0.98,2.1790978833218517,2.121039768658334,0.5141005460347435,0.4300997837216268,0.23592356725666697,0.2027778026970644,0.31,0.04225352112676056,bruch_erhalten,kippnaehe_lokal_sichtbar
