pair,signature,events,worlds,share,pressure_delta,rekopplung_delta
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,rekoppelnde_lage->rekoppelnde_lage->rekoppelnde_lage,58,4,0.637363,0.007530,-0.000254
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,offene_lage->rekoppelnde_lage->rekoppelnde_lage,11,4,0.120879,-0.044320,0.015278
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,rekoppelnde_lage->rekoppelnde_lage->offene_lage,8,3,0.087912,0.085334,-0.034876
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,bewegungsbruch->rekoppelnde_lage->rekoppelnde_lage,4,2,0.043956,-0.048471,0.006649
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,offene_lage->rekoppelnde_lage->druck_lage,2,1,0.021978,0.151676,-0.067363
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,bewegungsbruch->rekoppelnde_lage->druck_lage,1,1,0.010989,0.039114,-0.028730
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,gehaltene_form->rekoppelnde_lage->rekoppelnde_lage,1,1,0.010989,-0.010260,-0.000174
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,offene_lage->rekoppelnde_lage->offene_lage,1,1,0.010989,-0.021602,-0.011174
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,rekoppelnde_lage->rekoppelnde_lage->druck_lage,1,1,0.010989,0.174784,-0.044229
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,druck_lage->rekoppelnde_lage->rekoppelnde_lage,1,1,0.010989,-0.090921,0.005426
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,rekoppelnde_lage->bewegungsbruch->bewegungsbruch,1,1,0.010989,0.007990,-0.008704
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,rekoppelnde_lage->rekoppelnde_lage->bewegungsbruch,1,1,0.010989,0.075937,-0.024874
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,bewegungsbruch->offene_lage->offene_lage,1,1,0.010989,-0.037778,-0.001582
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->offene_lage->rekoppelnde_lage,12,4,0.150000,0.017018,-0.007745
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->rekoppelnde_lage->rekoppelnde_lage,9,4,0.112500,-0.024913,0.007343
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->offene_lage->rekoppelnde_lage,4,3,0.050000,-0.023305,0.005056
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->rekoppelnde_lage,4,3,0.050000,0.014591,0.012221
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->offene_lage->bewegungsbruch,3,3,0.037500,0.058520,-0.023561
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->rekoppelnde_lage->offene_lage,3,1,0.037500,0.001122,0.004270
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->offene_lage,3,2,0.037500,0.100022,-0.025663
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->rekoppelnde_lage->rekoppelnde_lage,3,1,0.037500,-0.058263,0.023271
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->offene_lage->rekoppelnde_lage,3,3,0.037500,-0.056866,0.011125
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->rekoppelnde_lage,3,2,0.037500,0.033446,-0.014377
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->bewegungsbruch,2,1,0.025000,0.066636,-0.027734
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->bewegungsbruch->rekoppelnde_lage,2,2,0.025000,-0.033019,0.006642
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,gehaltene_form->offene_lage->rekoppelnde_lage,2,2,0.025000,-0.063725,-0.004482
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->rekoppelnde_lage->rekoppelnde_lage,2,2,0.025000,-0.080543,0.017325
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->bewegungsbruch,2,2,0.025000,0.029618,-0.008743
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->bewegungsbruch->rekoppelnde_lage,2,1,0.025000,-0.051110,0.000104
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->druck_lage,2,2,0.025000,0.166068,-0.056738
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->rekoppelnde_lage->rekoppelnde_lage,1,1,0.012500,-0.118897,0.034724
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->druck_lage->bewegungsbruch,1,1,0.012500,-0.018075,-0.018757
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->offene_lage->bewegungsbruch,1,1,0.012500,-0.047636,0.021888
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->druck_lage,1,1,0.012500,0.060982,-0.031031
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->rekoppelnde_lage->offene_lage,1,1,0.012500,0.036852,-0.008082
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->rekoppelnde_lage->druck_lage,1,1,0.012500,0.091159,-0.003477
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->offene_lage->druck_lage,1,1,0.012500,0.079672,0.006115
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->gehaltene_form->offene_lage,1,1,0.012500,-0.085398,0.005294
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->gehaltene_form,1,1,0.012500,0.034414,0.014067
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->offene_lage,1,1,0.012500,0.084858,-0.047696
