world,role,count,share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,rekopplung_top_share,carry_top_share,strain_top_share,dominant_effect_class,dominant_awareness,dominant_preview_symbol,dominant_symbol_family
SOL_2024_5M_2K,zentrum_stabil,1612,0.8084252758274825,0.6507407183622829,0.3986775595533499,0.17091624751861043,0.8727429454094293,0.049269551488833746,0.071593817617866,0.30831265508684863,0.25682382133995035,0.07878411910669975,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0r0t
SOL_2024_5M_2K,offene_variante,289,0.14493480441323972,0.6257572871972318,0.391409553633218,0.23829404498269896,0.839840553633218,0.10108674048442907,0.13075062975778548,0.0034602076124567475,0.2560553633217993,0.9653979238754326,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_11pe
SOL_2024_5M_2K,spannungsrand_kippnaehe,93,0.04663991975927784,0.5992143870967742,0.38494470967741934,0.31747547311827956,0.7974455591397849,0.18769832258064514,0.1704648494623656,0.010752688172043012,0.11827956989247312,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1mae
SOL_2024_1H_2K,zentrum_stabil,1608,0.8064192577733199,0.6510961623134329,0.3975928532338308,0.16856442723880596,0.8723567157960199,0.048159384950248754,0.0722414894278607,0.30907960199004975,0.2506218905472637,0.07898009950248756,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_1xk5
SOL_2024_1H_2K,offene_variante,301,0.15095285857572718,0.6240565681063123,0.38940445514950167,0.23927755149501662,0.8347799468438538,0.09597158471760799,0.1505688372093023,0.006644518272425249,0.26578073089701,0.9534883720930233,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_07si
SOL_2024_1H_2K,spannungsrand_kippnaehe,85,0.04262788365095286,0.5976516000000001,0.3794250235294117,0.3157290352941176,0.7917251411764706,0.1862976,0.18233751764705883,0.0,0.18823529411764706,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1a6h
BTC_2024_5M_2K,zentrum_stabil,1649,0.8269809428284854,0.6526102340812614,0.3994534457246816,0.16553170285021224,0.873283872650091,0.049667816858702245,0.06939975439660401,0.3013947847180109,0.2607640994542147,0.09642207398423287,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_1yp1
BTC_2024_5M_2K,offene_variante,267,0.13390170511534605,0.6241302434456929,0.38699611235955056,0.2384913745318352,0.8350730561797752,0.10409947940074907,0.13679940449438202,0.00749063670411985,0.19850187265917604,0.9812734082397003,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_149i
BTC_2024_5M_2K,spannungsrand_kippnaehe,78,0.03911735205616851,0.5977454743589744,0.384562,0.3251431282051282,0.7991550000000001,0.16448770512820513,0.1896123076923077,0.0,0.20512820512820512,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_17l1
BTC_2024_1H_2K,zentrum_stabil,1618,0.8114343029087262,0.6550975784919654,0.40069810939431394,0.1606776644004944,0.8748669159456118,0.04574090852904821,0.06766561372064277,0.3084054388133498,0.2626699629171817,0.07787391841779975,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_1xk5
BTC_2024_1H_2K,offene_variante,278,0.13941825476429287,0.6230102194244604,0.3875599748201439,0.24127929856115105,0.832349881294964,0.10469706474820144,0.14852876258992806,0.0,0.18345323741007194,0.9892086330935251,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0htq
BTC_2024_1H_2K,spannungsrand_kippnaehe,98,0.04914744232698094,0.6027167551020408,0.39203860204081636,0.31543586734693874,0.8024595,0.17200139795918368,0.18356886734693878,0.0,0.23469387755102042,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1ql1
