scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
gesamt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,-,67,stark_fragmentiert,druckuebergang,0.238806,fragmentiert,,,
gesamt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,-,74,breit_driftend,rekoppelnd_stabil,0.540541,breit_driftend,,,
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,12,rekoppelnd_offen,rekoppelnd_offen,0.400000,breit_driftend,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,5,druckuebergang,druckuebergang,0.166667,fragmentiert,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,4,druckbruch,druckbruch,0.133333,fragmentiert,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,3,offen_rekoppelnd,offen_rekoppelnd,0.100000,breit_driftend,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,2,bruchuebergang,bruchuebergang,0.066667,fragmentiert,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,2,rekoppelnd_stabil,rekoppelnd_stabil,0.066667,eng_getragen,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,1,bruchdominant,bruchdominant,0.033333,fragmentiert,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_QUIET_4000,1,gemischt,gemischt,0.033333,breit_driftend,0.209383,0.865703,0.647339
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_STRESS_4000,6,druckuebergang,druckuebergang,0.500000,fragmentiert,0.205330,0.866848,0.648511
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_STRESS_4000,4,rekoppelnd_stabil,rekoppelnd_stabil,0.333333,eng_getragen,0.205330,0.866848,0.648511
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_BTC_STRESS_4000,2,rekoppelnd_offen,rekoppelnd_offen,0.166667,breit_driftend,0.205330,0.866848,0.648511
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_QUIET_4000,5,druckbruch,druckbruch,0.250000,fragmentiert,0.214611,0.861564,0.645393
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_QUIET_4000,5,druckuebergang,druckuebergang,0.250000,fragmentiert,0.214611,0.861564,0.645393
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_QUIET_4000,3,rekoppelnd_stabil,rekoppelnd_stabil,0.150000,eng_getragen,0.214611,0.861564,0.645393
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_QUIET_4000,3,bruchuebergang,bruchuebergang,0.150000,fragmentiert,0.214611,0.861564,0.645393
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_QUIET_4000,2,rekoppelnd_offen,rekoppelnd_offen,0.100000,breit_driftend,0.214611,0.861564,0.645393
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_QUIET_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.050000,breit_driftend,0.214611,0.861564,0.645393
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_QUIET_4000,1,bruchdominant,bruchdominant,0.050000,fragmentiert,0.214611,0.861564,0.645393
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_STRESS_4000,3,bruchuebergang,bruchuebergang,0.600000,fragmentiert,0.210045,0.864904,0.646991
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_15M_SOL_STRESS_4000,2,rekoppelnd_stabil,rekoppelnd_stabil,0.400000,eng_getragen,0.210045,0.864904,0.646991
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_BTC_QUIET_4000,18,rekoppelnd_stabil,rekoppelnd_stabil,0.545455,eng_getragen,0.209383,0.865703,0.647339
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_BTC_QUIET_4000,13,rekoppelnd_offen,rekoppelnd_offen,0.393939,breit_driftend,0.209383,0.865703,0.647339
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_BTC_QUIET_4000,2,bruchuebergang,bruchuebergang,0.060606,fragmentiert,0.209383,0.865703,0.647339
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_BTC_STRESS_4000,8,rekoppelnd_stabil,rekoppelnd_stabil,0.500000,eng_getragen,0.205330,0.866848,0.648511
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_BTC_STRESS_4000,7,rekoppelnd_offen,rekoppelnd_offen,0.437500,breit_driftend,0.205330,0.866848,0.648511
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_BTC_STRESS_4000,1,druckbruch,druckbruch,0.062500,fragmentiert,0.205330,0.866848,0.648511
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_QUIET_4000,11,rekoppelnd_stabil,rekoppelnd_stabil,0.611111,eng_getragen,0.214611,0.861564,0.645393
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_QUIET_4000,4,rekoppelnd_offen,rekoppelnd_offen,0.222222,breit_driftend,0.214611,0.861564,0.645393
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_QUIET_4000,1,bruchuebergang,bruchuebergang,0.055556,fragmentiert,0.214611,0.861564,0.645393
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_QUIET_4000,1,gemischt,gemischt,0.055556,breit_driftend,0.214611,0.861564,0.645393
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_QUIET_4000,1,druckuebergang,druckuebergang,0.055556,fragmentiert,0.214611,0.861564,0.645393
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_STRESS_4000,3,rekoppelnd_stabil,rekoppelnd_stabil,0.428571,eng_getragen,0.210045,0.864904,0.646991
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_STRESS_4000,2,bruchuebergang,bruchuebergang,0.285714,fragmentiert,0.210045,0.864904,0.646991
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_STRESS_4000,1,rekoppelnd_offen,rekoppelnd_offen,0.142857,breit_driftend,0.210045,0.864904,0.646991
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_15M_SOL_STRESS_4000,1,druckbruch,druckbruch,0.142857,fragmentiert,0.210045,0.864904,0.646991
