dominant_mcm_episode_preview,count,world_count,dominant_world,dominant_effect,rekoppelt_count,offen_count,kippnah_count,rekoppelt_share,offen_share,kippnah_share,avg_duration,max_duration,avg_pressure,avg_alignment,avg_strain,avg_rekopplung,post8_rekopplung,post8_strain,family_contact_state
dio_mcm_episode_1t5bcxp,449,4,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,260,183,6,0.579064587973274,0.40757238307349664,0.013363028953229399,1.2071269487750558,6,0.3702426770601336,0.6686781870824053,0.2719534521158129,0.601703706013363,0.6419005412026726,0.19853710244988865,kontaktinsel_gemischt
dio_mcm_episode_183drjy,307,4,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,243,64,0,0.7915309446254072,0.20846905537459284,0.0,1.1270358306188926,5,0.3792237394136808,0.6778255276872964,0.2774007687296417,0.6002122182410423,0.6507898957654723,0.18678525407166122,kontaktinsel_rekoppelt_familie
dio_mcm_episode_02xikfk,87,4,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,36,51,0,0.41379310344827586,0.5862068965517241,0.0,1.160919540229885,3,0.35987268965517244,0.6430205632183907,0.2620552643678161,0.6047910689655172,0.637780908045977,0.20388419540229885,kontaktinsel_offen_getragen_familie
dio_mcm_episode_0y50lf3,25,4,SOL_2026_STABLE_5K_RECEPTOR,tragend_unruhig,9,15,1,0.36,0.6,0.04,1.04,2,0.37145128,0.6728274000000001,0.27598908,0.59802408,0.63614272,0.20596108000000002,kontaktinsel_offen_getragen_familie
dio_mcm_episode_19m9z8d,13,4,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,7,6,0,0.5384615384615384,0.46153846153846156,0.0,1.1538461538461537,3,0.5116655384615385,0.5615149230769231,0.3646010769230769,0.5479979230769231,0.6396075384615384,0.20567315384615387,kontaktinsel_gemischt
dio_mcm_episode_1927mcg,13,3,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,2,10,1,0.15384615384615385,0.7692307692307693,0.07692307692307693,1.2307692307692308,4,0.5609226923076923,0.5517976923076924,0.39098561538461535,0.5337401538461539,0.6293160769230769,0.22358369230769232,kontaktinsel_offen_getragen_familie
dio_mcm_episode_0l5wut9,12,4,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,11,1,0,0.9166666666666666,0.08333333333333333,0.0,1.0,1,0.4627999166666667,0.6060781666666667,0.33825483333333334,0.5581625,0.6472185,0.18926774999999998,kontaktinsel_rekoppelt_familie
dio_mcm_episode_19a388p,9,3,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,4,3,2,0.4444444444444444,0.3333333333333333,0.2222222222222222,1.2222222222222223,2,0.48331111111111114,0.5209265555555556,0.348241,0.5533672222222221,0.634184,0.21432311111111113,kontaktinsel_kippnaehe_familie
dio_mcm_episode_0magw2b,7,4,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,3,4,0,0.42857142857142855,0.5714285714285714,0.0,1.0,1,0.3707681428571429,0.6658311428571428,0.2724582857142857,0.6010289999999999,0.6406138571428571,0.20133171428571428,kontaktinsel_offen_getragen_familie
dio_mcm_episode_1so7ez5,7,3,SOL_2025_STRESS_5K_RECEPTOR,kippend,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.2857142857142858,3,0.42497857142857143,0.5670805714285715,0.311589,0.5780224285714286,0.6335504285714286,0.21434685714285712,kontaktinsel_offen_getragen_familie
dio_mcm_episode_0kluhxc,6,4,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,5,1,0,0.8333333333333334,0.16666666666666666,0.0,1.1666666666666667,2,0.4493818333333333,0.6447566666666666,0.320491,0.5665353333333333,0.6508875,0.18569833333333333,kontaktinsel_rekoppelt_familie
dio_mcm_episode_13liivl,6,3,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,3,1,2,0.5,0.16666666666666666,0.3333333333333333,1.3333333333333333,2,0.5166041666666666,0.5476661666666667,0.3693153333333334,0.5494435,0.6292796666666667,0.22605683333333335,kontaktinsel_kippnaehe_familie
dio_mcm_episode_0tk9nhx,6,3,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,2,4,0,0.3333333333333333,0.6666666666666666,0.0,1.0,1,0.4866605,0.5299011666666666,0.35887016666666666,0.5522581666666667,0.6441691666666666,0.20089166666666666,kontaktinsel_offen_getragen_familie
dio_mcm_episode_1ur03vd,6,1,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,1,4,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.8333333333333333,4,0.36122000000000004,0.6692763333333334,0.25975,0.609985,0.6289971666666666,0.21915733333333332,kontaktinsel_offen_getragen_familie
dio_mcm_episode_0kby1qc,4,3,SOL_2026_STABLE_5K_RECEPTOR,gespannt,2,2,0,0.5,0.5,0.0,1.25,2,0.47740325,0.66502925,0.34013424999999997,0.5589835,0.64025475,0.2057535,kontaktinsel_offen_getragen_familie
dio_mcm_episode_0x7d4av,4,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,3,1,0,0.75,0.25,0.0,1.25,2,0.34462725,0.6776265,0.24859025,0.61346275,0.6452869999999999,0.19863075,kontaktinsel_rekoppelt_familie
dio_mcm_episode_0x44t5z,4,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,3,0,0.25,0.75,0.0,3.0,5,0.45676900000000004,0.6256485,0.2884415,0.5991722500000001,0.637375,0.20385675,kontaktinsel_offen_getragen_familie
dio_mcm_episode_037i64j,3,3,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,3,0,0,1.0,0.0,0.0,1.6666666666666667,3,0.3782126666666667,0.5566633333333333,0.27178366666666665,0.613401,0.6531536666666667,0.1828533333333333,kontaktinsel_rekoppelt_familie
dio_mcm_episode_0u1du0f,3,3,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,2,0.49229900000000004,0.6457620000000001,0.321107,0.5752983333333334,0.6452196666666666,0.19072199999999997,kontaktinsel_gemischt
dio_mcm_episode_1y00xwb,3,3,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1.0,1,0.36636766666666665,0.735801,0.27843433333333334,0.5922056666666666,0.642353,0.19522166666666665,kontaktinsel_gemischt
dio_mcm_episode_085wm7v,3,3,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2,0.3630093333333333,0.6649413333333333,0.27056166666666664,0.6024633333333332,0.6225653333333333,0.232506,kontaktinsel_kippnaehe_familie
dio_mcm_episode_0vq085e,3,3,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1,0.36415400000000003,0.6486773333333333,0.27265,0.595922,0.6345376666666667,0.21336566666666668,kontaktinsel_kippnaehe_familie
dio_mcm_episode_14wxqua,3,3,SOL_2024_SIDEWAYS_5K_RECEPTOR,kippend,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1.0,1,0.42652399999999996,0.7157933333333334,0.28634766666666667,0.599826,0.6426810000000001,0.19424833333333336,kontaktinsel_offen_getragen_familie
dio_mcm_episode_19cadje,3,2,SOL_2026_STABLE_5K_RECEPTOR,gespannt,3,0,0,1.0,0.0,0.0,1.0,1,0.5276483333333334,0.4712886666666667,0.37760333333333335,0.5407073333333333,0.65524,0.18422966666666665,kontaktinsel_rekoppelt_familie
dio_mcm_episode_1yv9fvu,3,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,stabil,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1.0,1,0.3498593333333333,0.6864103333333333,0.24782233333333334,0.6173453333333333,0.6382106666666667,0.202924,kontaktinsel_gemischt
dio_mcm_episode_1a3ydyn,3,2,SOL_2026_STABLE_5K_RECEPTOR,tragend_unruhig,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,2,0.3662046666666667,0.5830913333333334,0.2483196666666667,0.6207926666666667,0.643691,0.19243966666666668,kontaktinsel_gemischt
dio_mcm_episode_1se7ta6,3,2,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,3,0.3887533333333333,0.6763859999999999,0.2753733333333333,0.5944576666666667,0.6433566666666667,0.198441,kontaktinsel_gemischt
dio_mcm_episode_0ppr02l,3,2,SOL_2026_STABLE_5K_RECEPTOR,kippend,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1.0,1,0.3511583333333333,0.64123,0.25141566666666665,0.6195606666666666,0.6406456666666667,0.2041626666666667,kontaktinsel_gemischt
dio_mcm_episode_1a2dopw,3,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,2,0,0.3333333333333333,0.6666666666666666,0.0,2.0,3,0.3815486666666667,0.6265296666666668,0.25931733333333334,0.6096386666666667,0.6352643333333333,0.20296599999999998,kontaktinsel_offen_getragen_familie
dio_mcm_episode_0vkdfwc,3,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1.0,1,0.35363966666666674,0.7191463333333333,0.26807699999999995,0.5992123333333333,0.632846,0.214794,kontaktinsel_offen_getragen_familie
dio_mcm_episode_19w6ffd,3,2,SOL_2025_STRESS_5K_RECEPTOR,gespannt,0,3,0,0.0,1.0,0.0,2.3333333333333335,5,0.502606,0.641473,0.3490166666666667,0.55523,0.6313263333333333,0.21714033333333335,kontaktinsel_offen_getragen_familie
dio_mcm_episode_020s4c4,3,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,3,0,0,1.0,0.0,0.0,1.0,1,0.486801,0.4420136666666667,0.3554123333333334,0.5529703333333333,0.6671493333333333,0.16930333333333333,kontaktinsel_rekoppelt_familie
dio_mcm_episode_00upvjc,3,1,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1.0,1,0.34726133333333337,0.669102,0.26376933333333336,0.5941273333333333,0.634556,0.20922333333333332,kontaktinsel_offen_getragen_familie
dio_mcm_episode_04e9yp5,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,2,0,0,1.0,0.0,0.0,1.0,1,0.34370500000000004,0.684415,0.2478475,0.6141905,0.6591705,0.1763205,kontaktinsel_duenne_spur
dio_mcm_episode_1903mjq,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,2,0,0,1.0,0.0,0.0,1.5,2,0.5045815,0.6222755,0.346121,0.55627,0.661276,0.174349,kontaktinsel_duenne_spur
dio_mcm_episode_0kvu3mb,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,1,0,0.5,0.5,0.0,1.0,1,0.429533,0.5657775,0.3210945,0.564049,0.65659,0.1784575,kontaktinsel_duenne_spur
dio_mcm_episode_03xfov3,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,1.0,1,0.40706149999999997,0.701921,0.294666,0.5891635,0.6455785,0.19522050000000002,kontaktinsel_duenne_spur
dio_mcm_episode_1adxznm,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,2.0,2,0.4377835,0.44237899999999997,0.2974155,0.5830569999999999,0.64113,0.201816,kontaktinsel_duenne_spur
dio_mcm_episode_0pfredm,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,0,2,0,0.0,1.0,0.0,1.0,1,0.4341845,0.6821470000000001,0.2912355,0.594056,0.625473,0.2277165,kontaktinsel_duenne_spur
dio_mcm_episode_12mc9qd,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,0,2,0,0.0,1.0,0.0,2.0,3,0.3997195,0.5978855,0.2823455,0.5912580000000001,0.6291979999999999,0.2292005,kontaktinsel_duenne_spur
dio_mcm_episode_1acdaev,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,0,2,0,0.0,1.0,0.0,1.0,1,0.3734855,0.668497,0.249446,0.6176705,0.626307,0.2175905,kontaktinsel_duenne_spur
dio_mcm_episode_0ntfpdc,2,2,SOL_2025_STRESS_5K_RECEPTOR,gespannt,0,2,0,0.0,1.0,0.0,1.0,1,0.6560105,0.4613415,0.444295,0.504038,0.6328135,0.2258115,kontaktinsel_duenne_spur
dio_mcm_episode_1l4hk1v,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,2,0,0,1.0,0.0,0.0,1.5,2,0.36336250000000003,0.6851495000000001,0.2475795,0.6115520000000001,0.6437405,0.195102,kontaktinsel_duenne_spur
dio_mcm_episode_14421yj,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,2,0,0,1.0,0.0,0.0,1.0,1,0.4756215,0.4851095,0.3479745,0.5527555,0.666106,0.1668615,kontaktinsel_duenne_spur
dio_mcm_episode_1aw9cau,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,2,0,0,1.0,0.0,0.0,2.0,3,0.377618,0.6691395,0.260614,0.6019725,0.6525855,0.181531,kontaktinsel_duenne_spur
dio_mcm_episode_17i4j9o,2,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,2,0,0,1.0,0.0,0.0,1.0,1,0.3567245,0.629554,0.283151,0.592215,0.650655,0.18634099999999998,kontaktinsel_duenne_spur
dio_mcm_episode_0pclaui,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.5,2,0.4516515,0.611614,0.2903485,0.5974305,0.6420699999999999,0.192982,kontaktinsel_duenne_spur
dio_mcm_episode_0lftb09,2,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,1,1,0,0.5,0.5,0.0,2.0,3,0.4246435,0.7336205,0.30069199999999996,0.5797140000000001,0.6363605,0.206231,kontaktinsel_duenne_spur
dio_mcm_episode_1ihqyfj,2,1,SOL_2026_STABLE_5K_RECEPTOR,gespannt,1,1,0,0.5,0.5,0.0,1.0,1,0.6217815,0.474251,0.4257325,0.518419,0.624359,0.2314195,kontaktinsel_duenne_spur
dio_mcm_episode_1c731vr,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.508183,0.462534,0.372985,0.54594,0.646238,0.192325,kontaktinsel_duenne_spur
dio_mcm_episode_0zbhkta,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.496023,0.534097,0.349234,0.547074,0.655115,0.198245,kontaktinsel_duenne_spur
dio_mcm_episode_18sb65g,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.535838,0.556741,0.371597,0.545833,0.642942,0.20393,kontaktinsel_duenne_spur
dio_mcm_episode_044ad06,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.306814,0.75824,0.23736,0.610078,0.662653,0.172381,kontaktinsel_duenne_spur
dio_mcm_episode_02arq13,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.48307,0.504932,0.354539,0.553828,0.66632,0.174293,kontaktinsel_duenne_spur
dio_mcm_episode_0igfdmt,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,stabil,1,0,0,1.0,0.0,0.0,1.0,1,0.308667,0.707308,0.215068,0.636856,0.650372,0.190678,kontaktinsel_duenne_spur
dio_mcm_episode_0ifxej6,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.327309,0.651492,0.231921,0.628988,0.645407,0.187293,kontaktinsel_duenne_spur
dio_mcm_episode_0o8t72k,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,7.0,7,0.41509,0.644028,0.292096,0.604285,0.641791,0.192961,kontaktinsel_duenne_spur
