world,role,count,share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,rekopplung_top_share,carry_top_share,strain_top_share,dominant_effect_class,dominant_awareness,dominant_preview_symbol,dominant_symbol_family
SOL_2024_5M_2K,zentrum_stabil,1646,0.8254764292878636,0.6502331792223572,0.40428019866342646,0.18045020959902797,0.8799657861482382,0.07070730801944107,0.07962704070473876,0.3031591737545565,0.28068043742405835,0.09356014580801944,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0y8z
SOL_2024_5M_2K,offene_variante,277,0.13891675025075226,0.6186437870036101,0.3811864151624549,0.23835407581227436,0.8143518916967508,0.1676021227436823,0.151293523465704,0.0,0.1263537906137184,0.9891696750902527,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_1kpm
SOL_2024_5M_2K,spannungsrand_kippnaehe,71,0.03560682046138415,0.5807281690140844,0.36067656338028165,0.31009307042253526,0.7204412816901409,0.3074867323943662,0.2559282676056338,0.0,0.028169014084507043,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_04dy
SOL_2024_1H_2K,zentrum_stabil,1618,0.8114343029087262,0.6511577496909765,0.404111239184178,0.1779394548825711,0.881108457354759,0.06990324474660074,0.07948785352286773,0.3084054388133498,0.2830655129789864,0.07725587144622992,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0xvr
SOL_2024_1H_2K,offene_variante,320,0.160481444332999,0.618695640625,0.38091663750000004,0.237773075,0.817371596875,0.150350421875,0.1593979375,0.0,0.128125,0.99375,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0un2
SOL_2024_1H_2K,spannungsrand_kippnaehe,56,0.028084252758274825,0.5737848214285715,0.3489557678571429,0.31882067857142854,0.7017110178571428,0.34283291071428573,0.2698393571428571,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_12gk
BTC_2024_5M_2K,zentrum_stabil,1662,0.8335005015045135,0.6519489879663056,0.4049927274368231,0.17633943682310468,0.881060217208183,0.07100342057761733,0.07788912394705175,0.30024067388688325,0.28399518652226236,0.1022864019253911,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_1oem
BTC_2024_5M_2K,offene_variante,276,0.13841524573721165,0.61809475,0.37917247101449275,0.2392798079710145,0.8154168695652174,0.16091698188405795,0.15131674637681158,0.0,0.09420289855072464,0.9891304347826086,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0nvl
BTC_2024_5M_2K,spannungsrand_kippnaehe,56,0.028084252758274825,0.5768246250000001,0.35473314285714286,0.318269625,0.7154314642857144,0.2915867857142857,0.2810228392857143,0.0,0.017857142857142856,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1q4y
BTC_2024_1H_2K,zentrum_stabil,1660,0.8324974924774323,0.6540729753012048,0.406400108433735,0.17352164578313253,0.8837882590361446,0.06716288493975903,0.07646879216867469,0.3,0.2849397590361446,0.09939759036144578,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0zn5
BTC_2024_1H_2K,offene_variante,266,0.1334002006018054,0.6173851466165413,0.38263457142857144,0.24262674812030074,0.8098653571428571,0.16748137969924812,0.16484874436090227,0.0037593984962406013,0.09398496240601503,1.0,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0hwx
BTC_2024_1H_2K,spannungsrand_kippnaehe,68,0.034102306920762285,0.5809709558823529,0.35955224999999996,0.31206016176470586,0.7210186176470588,0.2923831911764706,0.2762929705882353,0.0,0.014705882352941176,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1ema
