pair,world,quality,events,share
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,rekoppelnd_offen,10,0.370370
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,offen_rekoppelnd,5,0.185185
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,druckbruch,3,0.111111
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,druckuebergang,3,0.111111
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,bruchuebergang,2,0.074074
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,bruchdominant,2,0.074074
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,gemischt,1,0.037037
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,rekoppelnd_stabil,1,0.037037
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,rekoppelnd_offen,5,0.416667
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,rekoppelnd_stabil,3,0.250000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,bruchuebergang,2,0.166667
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,offen_rekoppelnd,1,0.083333
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,druckuebergang,1,0.083333
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,bruchuebergang,9,0.428571
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,rekoppelnd_offen,4,0.190476
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,bruchdominant,3,0.142857
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,offen_rekoppelnd,2,0.095238
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,gemischt,1,0.047619
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,rekoppelnd_stabil,1,0.047619
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,druckuebergang,1,0.047619
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,druckuebergang,5,0.250000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,rekoppelnd_stabil,4,0.200000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,bruchuebergang,3,0.150000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,druckbruch,3,0.150000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,rekoppelnd_offen,2,0.100000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,offen_stabil,1,0.050000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,bruchdominant,1,0.050000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,offen_rekoppelnd,1,0.050000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,rekoppelnd_stabil,20,0.714286
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,rekoppelnd_offen,6,0.214286
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,druckbruch,1,0.035714
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,offen_rekoppelnd,1,0.035714
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_STRESS_4000,rekoppelnd_stabil,14,0.736842
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_STRESS_4000,rekoppelnd_offen,3,0.157895
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_STRESS_4000,bruchuebergang,2,0.105263
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,rekoppelnd_stabil,9,0.409091
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,rekoppelnd_offen,6,0.272727
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,bruchuebergang,4,0.181818
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,druckuebergang,2,0.090909
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,bruchdominant,1,0.045455
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_STRESS_4000,rekoppelnd_stabil,15,0.681818
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_STRESS_4000,rekoppelnd_offen,7,0.318182
