world,pair,event_tick,before_class,switch_class,after_class,pressure_delta,rekopplung_delta
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,738,druck_lage,rekoppelnde_lage,rekoppelnde_lage,-0.118897,0.034724
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,769,offene_lage,offene_lage,rekoppelnde_lage,-0.046870,-0.001363
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,780,rekoppelnde_lage,druck_lage,bewegungsbruch,0.111725,-0.030257
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1614,rekoppelnde_lage,offene_lage,bewegungsbruch,0.059944,-0.024389
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1625,offene_lage,rekoppelnde_lage,offene_lage,0.024652,-0.009669
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1695,rekoppelnde_lage,druck_lage,bewegungsbruch,0.021546,-0.025211
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2516,bewegungsbruch,bewegungsbruch,rekoppelnde_lage,-0.003165,0.001024
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2518,bewegungsbruch,druck_lage,bewegungsbruch,-0.018075,-0.018757
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2574,gehaltene_form,offene_lage,rekoppelnde_lage,-0.065057,0.004367
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2576,offene_lage,rekoppelnde_lage,offene_lage,0.005079,0.007973
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2582,offene_lage,offene_lage,rekoppelnde_lage,0.004692,-0.024529
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2594,rekoppelnde_lage,druck_lage,offene_lage,0.153779,-0.038857
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2648,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.086729,-0.028305
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2654,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.037122,-0.002415
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2673,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.076165,0.052061
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2691,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.035140,0.000218
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2693,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.065418,0.016595
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2701,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.054017,0.022472
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2839,offene_lage,rekoppelnde_lage,offene_lage,-0.026366,0.014506
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2846,rekoppelnde_lage,druck_lage,offene_lage,0.110108,-0.025422
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2855,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.018327,-0.022683
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2960,bewegungsbruch,offene_lage,rekoppelnde_lage,0.014572,-0.000810
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3426,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.006088,0.005925
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3428,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.055353,0.030745
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3437,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.020051,-0.000818
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3581,bewegungsbruch,offene_lage,bewegungsbruch,-0.047636,0.021888
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3822,offene_lage,druck_lage,druck_lage,0.060982,-0.031031
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,723,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.004189,0.002653
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,739,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.059459,0.021735
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,775,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.035771,-0.016432
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1612,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.060854,0.022992
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1618,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.021428,0.002115
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1688,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.050823,-0.005638
LONG2025_15M_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2510,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.068306,0.001054
